name,alias,addr,lat,lon,tel,link,menu,flag,media
무리소북촌삼대갈비,평촌점,경기도 안양시 동안구 관양동 1604-4 (2층),37.3938614,126.9632766,031-385-7771,"흑돼지(듀록), 등심, 토시, 부채, 갈비살, LA양념갈비, 공기밥 ","22,800~45,800원|2023.4",,gXWdbLU3VU0
무쏘,서울시 홍대점,서울시 마포구 서교동 363-9,37.550906,126.9220225,02-336-3996,"(2만원대) 소고기, 흑돼지",,,5LVCmb5WTY0
무카타부페&타이마트,,경상북도 포항시 남구 상도동 629-3,36.0121264,129.3558584,054-277-0722,(금요일 휴무) 레누 무카타,"28,000원|2023.7",,MzMo-CVKcW8
무한리필 홍태관,,서울시 송파구 백제고분로7길 16-9,37.5101444,127.0809319,02-422-1939,(1만원대) 훠궈+양꼬치,,,vbmYRpG6C7k
무한삼겹시대,산본점,경기도 군포시 산본동 1129-2 (2층),37.3594994,126.93271,031-396-6092,"삼겹살, 목살, 막창, 소고기(부채, 갈비, 토시), 공기밥, 라면","15,900~18,900원|2023.5",,VtxxnSG9GLo
무한숯불양꼬치,강남본점,서울시 강남구 역삼동 813-16,37.5022447,127.0266082,02-508-6799,"훠궈(양고기, 소고기, 야채), 모듬꼬치","14,000~29,000원|2022.9",,f2Cp4H5dxA8
무한야끼,,서울시 강서구 마곡동 774-9,37.5601077,126.8320824,02-3663-9252,소고기 야키니쿠 다베호다이,"32,000원|2022.8",,WA0W3jH1zc4
무한통삼,한양대점,서울시 성동구 행당동 1-82,37.5613557,127.0407081,070-8987-0701,"숯불통삼, 숯불갈비목살, 생삼겹, 허브와인목살","10,900~13,400원|2021.7",,xxMzQKRebhE
미미사양꼬치,미사본점,경기도 하남시 망월동 1093 (경서타워 2층),37.5661297,127.1908418,070-7543-7266,"양꼬치, 삼겹살, 양념양꼬치, 카레목살, 닭날개, 양념양삼겹, 마라양삼겹, 소갈비, 새우, 마파두부, 물만두, 꿔바로우","24,800원|2024.02",,gAKUevIQ4EM
미성참치,,경기도 의정부시 의정부동 508-2,37.7372727,127.041274,031-876-1999,[오후 4시부터] 참치,"40,000~100,000원|2023.11",,O8fhOJi5Kdw
미스터피자,명일점,서울시 강동구 명일동 324-2 (2층),37.5504333,127.144125,02-481-0012,"피자, 샐러드바, 음료","12,900원|2024.04",,68sjlq6EJwM
미스터피자,야탑점,경기도 성남시 분당구 야탑동 353-5,37.4117866,127.1276348,031-703-7676,"피자, 샐러드바, 음료","평일 12,900 주말 13,900원|2022.5",,3W4A4MmuYjE
바르미,롯데 평촌점,경기도 안양시 동안구 시민대로 180 (롯데백화점 7층),37.3898837,126.9503832,031-8086-9811,샤브샤브 메인메뉴 + 풀사이즈 샐러드바,"15,800~21,800원|2022.4",,zew58j3AR4I
바이킹스워프,잠실점,서울시 송파구 올림픽로 300 (롯데월드몰 캐주얼동 4층),37.5136378,127.1043005,02-1644-3210,"캐나다와 미국으로부터 직접 공수한 랍스터를 무제한으로, 수십가지 제철 자연산 해산물",$110 달러|2023.5,,4qR9Ad0ZpUE
백부원양꼬치,,경기도 부천시 심곡동 192-2 (2층),37.4879066,126.7825917,032-654-6688,양꼬치,"17,000원|2022.9",,u0JZ9PK6jcc
뱃놈과백정,구리본점,경기도 구리시 수택동 423-3,37.5993508,127.1420944,031-553-5684,"조개구이, 소고기, 돼지고기, 숯불닭갈비","15,900~29,900원|2022.7",,sQAHtAMqRHU
베지그린,,서울시 강남구 개포4동 1234-8 (광민빌딩 1층),37.477,127.0473427,02-577-6316,"자연건강 채식, 비건","12,000원|2023.3",,eOwhdca7VRo
별자리마라탕&훠궈,홍대점,서울시 마포구 서교동 346-36 (지하1층),37.5550216,126.9237159,02-322-0589,"[월휴무, 2인이상] 훠궈 (양고기, 소고기, 돼지고기, 해산물, 야채)","19,800원|2024.05",,1IlOZrakhuE
복만루,3호점,서울시 광진구 자양동 5-13,37.5395204,127.0692485,02-498-1685,"훠궈 (양고기, 소고기, 삼겹살, 해산물, 야채), 음료수",21900|2022.11,,GYPw_IkGMps
복성루샤부샤부성,,서울시 구로구 구로동 1124-6 (2층),37.4838053,126.9010378,02-838-0686,"훠궈 (양고기, 소고기, 우삼겹, 대패삼겹, 해산물, 야채)","[점심] 18,000 [저녁] 20,000원|2023.3",,K0P8vCUvJJ4
빕스 프리미어,제주점,제주도 제주시 연동 280-1 (DJ타워 9층),33.4933217,126.4922368,064-746-1997,"다양한 종류의 초밥과 사타이, 씨푸드 커리 등 씨푸드로 더욱 풍성해진 빕스에서 세계 유명 푸드마켓을 만나보세요","[평일점심] 37,900 [저녁및주말] 47,900원|2023.8",,vgPgs8p9nyc
사계진미 숯불닭갈비,강남1호점,서울시 서초구 서초동 1308 (2층),37.5014848,127.0242938,02-3477-4343,"닭갈비 3종, 치킨 2종, 닭곰탕, 공기밥, 음료수, 생맥주, 소주","17,500~24,500원|2023.8",,dlEk0ROT41s
사계진미숯불닭갈비,구로디지털점,서울시 구로구 구로동 1124-47 (3층),37.4844926,126.9006069,02-855-7302,"(평일점심 2,000원 할인) 숯불 닭갈비(소금,간장,고추장), 치킨, 닭곰탕, 공기밥, 음료수, 주류","18,500~26,500원|2024.12",,kUJocT6IdWE
사계진미숯불닭갈비,송파점,서울시 송파구 백제고분로7길 42-13,37.5102264,127.0839326,02-419-8996,"(1만원대) 숯불 닭갈비(소금구이,간장구이,고추장구이)",,,NZI8K82ejtc
사계진미숯불닭갈비,왕십리점,서울시 성동구 왕십리로 311-1 (2층),37.5616024,127.0345326,02-2291-7744,"숯불 닭갈비(소금구이,간장구이,고추장구이)","14,500~19,500원|2021.7",,dUsbr_G7xKY
사계진미숯불닭갈비,제주일도점,제주도 제주시 일도이동 68 (2층),33.5022062,126.5433578,064-751-4445,"숯불 닭갈비(소금,간장,고추장),공기밥,음료수,주류(생맥주, 소주)","17,500~24,500원|2023.7",,kZ7MNJN7_6o
사계진미숯불닭갈비,종각점,서울시 종로구 관철동 18-10 (3층),37.5696757,126.9846253,02-722-5757,"닭갈비, 치킨, 공기밥, 음료수, 주류","14,500~19,500원|2021.7",,nayu0zXkMYo
산더미고깃집,,서울시 종로구 인의동 36,37.5719395,126.9996178,02-744-7188,"(일요일 휴무) 돼지고기, 소고기","12,900~19,900원|2021.8",,4eMGtbJfcHY
생고기제작소,이수점,서울시 동작구 사당동 139-26 (1층),37.4873385,126.9804083,02-533-4337,(1~2만원대) 프라임 등급의 최상급 소고기 또는 돼지고기,,,It_4eEdPURw
샤브20,발산역점,서울시 강서구 마곡동 797-4,37.5591532,126.836521,02-2658-2005,"다양한 종류의 육수, 소고기, 돼지고기 샤브샤브, 음료수","[평일점심] 19,900~ [저녁및주말] 24,900원부터|2022.9",,nASwiTRIal8
샤브쌈주머니,서울강남점,서울시 강남구 테헤란로5길 11,37.4994943,127.0292629,02-501-7701,"삼겹살, 우삼겹, 샤브샤브","23,800~28,800원|2022.7",,hQylpDrvL9g
샤브쌈주머니,잠실직영점,서울시 송파구 올림픽로8길 6,37.5111413,127.0799134,02-421-1987,"(1~2만원대) 삼겹살, 우삼겹, 샤브샤브",,,2Pg-fQApVBE
샤브플란트,,인천시 남동구 논현동 747-1 (5층),37.3975365,126.7275276,0507-1396-5682,소고기샤브월남쌈,"[평일점심] 19,800 [저녁및주말] 22,800원|2023.11",,Sq-OR7G9K5s
서유기마라탕&훠궈,대학로점,서울시 종로구 명륜2가 184 (명륜빌딩 1층),37.5830462,126.9994383,02-741-8886,"훠궈 (소고기, 양고기, 해산물, 야채)","17,800원|2021.10",,gR2whGTtuwo
소먹으면돼지,수유점,서울시 강북구 수유동 221-23,37.6392723,127.0234447,02-999-9266,"최상급 냉장 숙성 소고기, 육회, 생삼겹살","18,500~33,900원|2024.09",,5m4dqTsCJyI
소성공자 샤브샤브,,서울시 강남구 강남대로152길 23,37.5176854,127.0212466,02-516-8883,(2만원대) 훠궈,,,1XKvtJSgOHU
소왔쏘,신촌점,서울시 서대문구 창천동 52-82 (1층 쏘왔소),37.558599,126.935187,02-335-6971,"돼지고기, 소고기","13,500~24,900원|2021.4",,5JLPGgEY438
스시메이진,서울-구로점,서울시 구로구 디지털로 300 (구로동 지밸리비즈플라자 2층 6호),37.4843645,126.8965052,02-6344-3782,"열 두달, 365일 먹어도 행복한 초밥","(평점) 20,900 (평저) 24,900 (주말) 26,900원|2024.12",,gIQtE6C99IQ
스시메이진,서울-홍대점,서울시 마포구 양화로18길 3 (동교동 삼양세븐스프링스 2층),37.5570334,126.9245834,02-3144-7072,"열 두달, 365일 먹어도 행복한 초밥","(평점) 17,900 (평저) 22,900 (주말) 23,900원|2021.12",,YTPXKhpt_5k
스시오블랙컨테이너,울산점,울산시 남구 삼산로 277번길 10 (3층),35.5403135,129.3372634,052-257-7855,건강하고 맛있는 회전 초밥 뷔페,"[평일점심] 20,900 [저녁&주말] 22,900원|2023.8",,kqER4d0Mr1w
승진참치,,서울시 마포구 와우산로15길 33 (2층),37.549092,126.9216427,070-7576-2333,(2~10만원대) 참치,,,JxOOoSJm-T8
시흥조개구이 무한리필 클램씨,시흥점,"경기도 시흥시 은행동 646-11 (2층, ClamSea)",37.4367808,126.8039669,010-2140-5157,"조개구이, 소고기, 돼지고기, 새우, 훈제오리, 꼼장어","33,000원|2023.2",,gc9zhnMtJPk
신강양꼬치,수진점,경기도 성남시 수정구 수진동 2980-1,37.43969642,127.1301927,031-722-5749,"모듬꼬치 (양꼬치,소꼬치,삼겹살,새우 등)","17,500원|2022.5",,7h0zr6uvZhw
신라마라탕&훠궈무한리필,연신내점,서울시 은평구 갈현동 399-13 (2층),37.619281,126.9189816,02-356-8035,"(2인 이상) 회오리 훠궈 (양고기, 소고기, 해산물, 야채), 공기밥","19,800원|2022.10",,L8my_82kWF0
신마포갈매기,종각역점,서울시 종로구 관철동 43-6,37.56929562,126.9842841,02-722-6092,"마포갈매기, 매콤갈매기, 삼겹살, 주먹고기, 목살양념구이, 숯불불고기","16,900~19,900원|2021.7",,j8vuyDMs_U0
신서서갈비 2,,경기도 의정부시 의정부동 184-6,37.7424078,127.0501649,0507-1348-6692,서서양념구이+통삼겹살+매콤바베큐갈비+우삼겹+공기밥+음료수,"15,500|2023.11",,Uo2qrkbtttc
신셰프양꼬치&훠궈,남현동1호점,서울시 관악구 남현동 1062-10,37.47544,126.9804,02-598-0077,"[2인 이상] 양꼬치, 훠궈","27,900~36,900원|2024.07",,N7oLuH79XxI
신천무한리필,,서울시 송파구 잠실동 185-9,37.510254,127.0849715,02-417-7000,참숯으로 구워먹는 프리미엄급 소고기 (부위 선택불가),"28,900원|2024.02",,qxzFcGruWTc
신천일호집,신천점,서울시 송파구 백제고분로7길 28-13 (잠실동),37.5101746,127.0823357,02-418-9578,"(1~2만원대) 소고기, 돼지고기",,,vYm8uCI5V6Q
쎌빠,경주점,경상북도 경주시 노동동 74-4 (2층),35.84184889,129.2132467,054-745-9285,"Self와 Bar의 결합 쎌빠, 카페풍의 고기뷔페","17,000원|2023.7",,vIMNw2PSGaA
아띠참치초밥,,경기도 안양시 동안구 시민대로 171 (금강벤처텔 2층),37.39118742,126.9498125,031-440-8617,참치,"30,000~75,000원|2022.4",,3Vj_KhHkGF4
아름소 삼겹살,,서울시 용산구 한남동 683-134 (2층),37.53597055,126.99997,02-749-9491,"2인이상. 생상겹살, 목살, 소고기 등심, 차돌","14,900~24,900원|2021.11",,Gm0R9xsfZJ4
아향부,본점,서울시 영등포구 대림동 1051-84,37.4925402,126.8965862,02-842-2332,"[2인 이상] 훠궈(양고기, 소고기, 해산물, 야채), 양갈비, 양다리","19,000~25,000원|2023.11",,KYg9cFJ5NyE
아향부,부천점,경기도 부천시 심곡동 192-5 (1층),37.4875972,126.7826047,032-611-3062,"마라훠궈, 마라상궈, 마라향어찜, 양다리&양갈비 중 택 1","17,000~25,000원|2022.10",,yts_TSFKjJI
애슐리,강서 NC백화점 (W),서울시 강서구 강서로56길 17 (등촌3동 강서NC백화점 9층),37.5599337,126.8405133,02-2667-9804,셰프의 정성이 만든 트렌디한 소울푸드 뷔페의 품격을 더하다,"[평점] 17,900 [평저] 25,900 [주말] 27,900원|2022.9",,daW2OxljOPI
애슐리,건대 스타시티점 (W),"서울시 광진구 능동로 110 (화양동,영존빌딩 B동 4층)",37.5406442,127.0714383,02-3436-1033,(1~3만원대) 셰프의 정성이 만든 트렌디한 소울푸드 뷔페의 품격을 더하다,,,V7WB7NtzCZE
애슐리퀸즈,뉴코아 강남점,"서울시 서초구 잠원로 51 (잠원동, 뉴코아아울렛 1관 5층)",37.5092377,127.0074886,02-3477-1030,셰프의 정성이 만든 트렌디한 소울푸드 뷔페의 품격을 더하다,"[평점] 19,900 [평저] 25,900 [주말] 27,900원|2023.8",,GWAWO1msZ_Q
애슐리퀸즈,뉴코아 울산점,울산시 남구 달동 1360-3 (8층),35.5384656,129.3308798,0507-1339-4747,셰프의 정성이 만든 트렌디한 소울푸드 뷔페의 품격을 더하다,"[평점] 19,900 [평저] 25,900 [주말] 27,900원|2023.8",,9ckregDDvw4
애슐리퀸즈,여의도한강공원점,서울시 영등포구 여의도동 85-1 (2층),37.5257718,126.9384091,02-784-1031,셰프의 정성이 만든 트렌디한 소울푸드 뷔페의 품격을 더하다,"[평점] 19,900 [평저] 25,900 [주말] 29,900원|2023.9",,w5OnNTrvTmo
애슐리퀸즈,종각역점,서울시 종로구 종로 51 (종로2가 종로타워 지하1층),37.5705758,126.9836843,02-720-1031,셰프의 정성이 만든 트렌디한 소울푸드 뷔페의 품격을 더하다,"[평점] 19,800 [평저] 25,800 [주말] 27,800원|2023.8",,7IPhy8v7aZw
애슐리퀸즈,포항점,경상북도 포항시 북구 대흥동 593-12 (7층),36.0359477,129.3622311,0507-1438-1031,셰프의 정성이 만든 트렌디한 소울푸드 뷔페의 품격을 더하다,"[평점] 19,900 [평저] 25,900 [주말] 27,900원|2023.7",,aS30r7wR5is
양만땅,,경기도 부천시 부천로29번길 28 (2층),37.4873055,126.7819096,032-208-2211,"[1시부터] 호주청정 양고기(통양갈비, 제비추리, 어깨살, 양삼겹, 양생등심), 듀록눈꽃삼겹","23,900원|2024.10",,o8mF9Gt2kUw
양반갈비,성내점,서울시 강동구 성내동 111-55 (1층),37.532704,127.1223304,010-6611-9764,"[월 휴무] 우돼갈비, 눈꽃목살, 양념갈비, 닭목살, 닭갈비, 특선메뉴, 공기밥","[평일점심] 16,900 [저녁및주말] 19,900원|2024.04",,4j6i-tjg56g
양포문어식당,,경상북도 경주시 성동동 311 (성동시장),35.8459119,129.2158124,010-3011-0107,"(매주 월요일, 1&3주 일요일 휴무) 가정 한정식","8,000원|2023.8",,cM5JBIypDdg
어머나생고기,시흥대야점,경기도 시흥시 대야동 544-1 (2층),37.4425536,126.7924418,031-315-8818,"생삼겹살, 냉동삼겹, 된장찌개, 라면","16,900원|2023.5",,hMGStiq32aI
엉터리생고기,건대역점,서울시 자양동 8-24 (2층),37.5407848,127.0673884,02-466-3358,"(2인 이상) 삼겹살, 목살, 대패삼겹, 우삼겹, 공기밥","13,800~17,800원|2022.8",,-0m8FH-XRBg
엉터리생고기,금천 시흥점,서울시 금천구 시흥동 903 (2층),37.4511243,126.9023412,02-895-5004,"[2,4번째 화요일 휴무, 월~목 3시, 금~일 11시부터]  삼겹, 우삼겹, 된장찌게, 공기밥","15,000~17,000원|2024.8",,r-dBV5ghBkM
엉터리생고기,대학로점,서울시 종로구 명륜동 2가 34 (3층),37.583443,127.0003967,02-743-3374,"3cm 두께의 품질 좋은 삼겹살, 우삼겹, 목살, 공기밥, 된장찌개","12,000~13,000원|2021.10",,oCCYLCfFY_8
엉터리생고기,홍대점,서울시 마포구 서교동 345-2 (2층),37.555051,126.9234315,02-324-9588,"삼겹살, 목살, 된장찌게","15,800원|2024.03",,WjqLc0uQpEA
연어상회,신촌점,서울시 서대문구 창천동 46-12,37.5588919,126.9381493,010-5737-4964,"연어, 육회, 새우 등","20,900~23,900원|2021.5",,r9aTnP_iMo4
와규하우스,,경기도 성남시 분당구 장미로92번길 13-5,37.4125312,127.1314289,031-704-5355,"호주산 와규로스트, 미국산 부채살, 생방송오늘저녁 (2019.08.07) 방영","39,000원|2022.5",,MUVSfXlW2y0
왔쏘,홍대점,서울시 마포구 독막로 7길 20 (2층),37.5486942,126.9191787,02-336-7772,"흑우 한마리 꽃등심, 갈비살, 부채살, 토시살","28,900원|2024.7",,Yn9tz9INhjg
왕십리마라탕,홍대점,"서울시 마포구 서교동 346-39 (2층, 맘대로마라탕훠궈) ",37.5551411,126.9237327,010-9990-6658,"(1만원대) 훠궈(양고기, 소고기, 어묵, 해산물)",,,pPvKEa0swFk
왕십리마라탕훠궈,,서울시 성동구 도선동 203-6 (지하1층),37.563302,127.0336913,02-2298-8468,"(2인이상) 훠궈 (양고기, 소고기, 야채), 공기밥","15,000원|2021.7",,uO2ZClZTysw
왕십리장어,,서울시 성동구 하왕십리 966-14 (2층),37.5623864,127.0331984,02-2296-6404,"바다장어, 삼겹살, 훈제오리, 공기밥, 음료수, 소주, 맥주","32,900~42,900원|2021.7",,thNy-SA1jSo
왕십리조개창고,,서울시 성동구 하왕십리동 966-12 (지하1층),37.5626732,127.0328229,010-4596-0449,"조개구이, 조개찜, 소고기, 돼지고기, 새우, 막창, 꼬치류","34,900원|2024.8",,VZQ2RURmJ7U
우리동네소고기무한리필,부천역점,경기도 부천시 심곡동 382-3 (2층),37.4863144,126.7812503,032-661-9881,"소고기, 돼지고기, 음료수","16,500~27,000원|2022.9",,3HVBpKGLHmU
"우정양꼬치,무한리필",대학로점,서울시 종로구 동숭동 50-24,37.5817483,127.0043151,02-6081-0082,"양꼬치 (양, 소, 닭, 새우, 삼겹, 닭똥집, 오돌뼈, 소시지, 버섯)","16,800원|2022.8",,AsCNxBVASiw
월남쌈김상사,의정부(의정부점),경기도 의정부시 의정부동 497,37.7371192,127.043912,031-855-9249,"[2인 이상]웰빙 월남쌈전문, 소고기, 삼겹살 과 야채 샐러드바","[평일점심] 18,000 [저녁및주말] 21,000원|2023.11",,ioPeMJAVRLo
위푸우로훠궈,,경기도 성남시 분당구 수내동 7-1 (2층),37.3799576,127.1168258,031-717-6277,훠궈,"[평일점심] 21,000  [저녁및주말] 23,000원|2022.6",,AItd6cMfz5Q
유미맛집뷔페,,서울시 종로구 효제동 267,37.5727734,127.0037281,02-747-6881,"(만원이하) (점심) 가정 한정식, 매일마다 바뀌는 맛있는 요리!!",,,tG6QNllzPvo
육미제당,관악봉천점,서울시 관악구 봉천동 910-1 (1층),37.4846787,126.9464107,02-883-1998,"최상급 대장갈비, 삼겹살, 양념구이, 숯불닭갈비, 모듬튀김, 공기밥, 음료수","19,900원|2024.02",,1ymWDLa547c
육미제당,하남미사점,경기도 하남시 망월동 1099 (1층),37.5637322,127.1904221,031-699-5644,"최상급 대장갈비, 삼겹살, 양념구이, 숯불닭갈비, 모듬튀김, 공기밥, 음료수","19,900원|2024.02",,OU9aW-b4008
육장장이,구로디지털점,서울시 구로구 구로동 1124-55 (2층),37.4842484,126.9001201,02-864-9998,"프라임급 흑소, 삼겹살, 목살, 갈매기살, 고추장 닭갈비","18,900~28,900원|2023.3",,FX6n9skz77U
육플러스,,서울시 서초구 방배동 451-12,37.4781784,126.9836049,02-582-9282,"(1~2만원대) 삼겹살, 소고기",,,RK-eyJP5VnU
육회바른연어,길동점,서울시 강동구 길동 392-1 (1층),37.5384267,127.1412847,02-472-1004,육회,"19,900원|2024.03",,VPIbWQXb6sQ
육회바른연어,산본점,경기도 군포시 산본동 1137-1 (1층),37.35981,126.9307412,031-396-1541,"(2인 이상) 육회, 연어","19,900~27,900원|2023.3",,9PbOvodwmQg
육회바른연어,안양본점,경기도 안양시 만안구 안양동 622-200 (1층),37.3977219,126.9233264,0503-7508-4679,"(2인 이상) 육회, 연어","17,900~23,900원|2022.6",,jrw7r4lb6Lc
육회왕자연어공주,마곡발산점,서울시 강서구 마곡동 723-2 (지하1층),37.5589464,126.8378241,070-4300-1501,"육회, 연어","18,900~23,900원|2022.8",,CDfY-yxuOpE
육회왕자연어공주,분당서현점,경기도 성남시 분당구 서현동 247-3 (지하1층),37.385879,127.1250507,070-4647-4242,"육회, 연어","18,900~21,900원|2022.6",,LvWSFwAvBKI
육회왕자연어공주,성남모란점,경기도 성남시 중원구 성남동 3426 (2층),37.432703,127.1315703,031-757-0010,"육회, 연어","18,900~21,900원|2022.5",,AOZnwp4KSJ4
육회한연어,건대점,서울시 광진구 동일로22길 42,37.541927,127.0664616,02-497-9211,"육회, 연어, 참치","21,900~26,900원|2022.12",,qByZXlpl1UY
육회한연어,대학로점,서울시 종로구 창경궁로 246-6,37.5832022,126.999528,070-8243-0245,"슈페리어 등급 생연어, 최고급 곡물육회","22,900~26,900원|2024.04",,NCJwX6_R-h4
이가(李家),서울대점,서울시 관악구 봉천동 851-15 (이가집),37.4820262,126.9540901,010-3330-1084,"(2인이상) 새우구이, 새우튀김, 편백찜, 생생정보 (2017.05.12) 방영","23,900~19,900원|2021.8",,5Z5rstSCKh4
이공족발,본점,서울시 송파구 백제고분로9길 26,37.5095637,127.0820085,02-415-5849,"(1만원대) 족발,불족,보쌈,떡볶이, 생방송투데이 (2016.05.23) 방영",,,2ro8MWqIvQs
이빠네마그릴,홍대점,서울시 마포구 홍익로 7 (지하1층),37.5532461,126.9235073,02-323-4440,브라질식 스테이크 슈하스크,"[평일점심] 35,900 [저녁및주말] 41,900원|2024.01",,ShDl_FjJznc
이춘복참치,발산역점,서울시 강서구 등촌동 673-5 (1층),37.5589914,126.8397108,02-3662-4558,(저녁) 참치,"30,000~100,000원|2022.7",,7gAfObtUv18
이흥선참치,미아직영점,서울시 강북구 도봉로10길 40,37.6144449,127.0310177,02-988-1879,[오후 4시부터] 참치,"35,000~100,000원|2023.11",,tFcb8t6jnWw
자색휴일,,서울시 마포구 합정동 413-18,37.5488736,126.9159698,02-6013-9851,"생맥주, 하이볼 노미호다이","18,900원|2021.5",,dQkhGmAgjT0
장터참숯무한리필,발산점,서울시 강서구 등촌동 674-9,37.5591919,126.8400362,02-3664-6166,"삼겹살,왕갈비,스테이크갈비,우삼겹,껍데기","15,900원|2022.8",,HPAntUHmMqo
전주밥차,종각점,서울시 종로구 중학동 14 (트윈트리타워 A동 지하1층),37.5756452,126.9799777,02-6016-6909,20여년간 영화 및 드라마 현장에서 식사를 책임져 온 그 맛 그대로,"9,000원|2023.7",,fKxf66-dHbo
조개창고,노원점,서울시 노원구 상계동 591-2 (2층),37.6580068,127.0624341,010-3942-3533,"(2인이상) 30여가지 (조개, 고기, 사이드메뉴) 육해공 무제한, 생방송투데이 (2017.08.21) 방영","26,900원|2023.10",,Wc8Hk40bK-c
조개창고,신천점,서울시 송파구 잠실동 191-1 (3층),37.51030722,127.0813362,02-553-3968,"[평일 오후 4:30, 주말 3:30부터, 2인이상] 30여가지 (조개, 고기, 사이드메뉴) 육해공 무제한","32,500원|2024.01",,YeLYIeefjdc
조개천하,신정점,서울시 양천구 신정동 905-2 (해풍빌딩),37.5266336,126.859339,02-2065-2067,"[2시 부터] 육해공 (조개구이, 새우, 양념고기, 삼겹살, 윙봉)","34,000원|2024.03",,ZXhA6YzpAy4
조개폭식,연신내점,서울시 은평구 대조동 199-9,37.6169659,126.9195279,02-351-4398,"2인이상. 조개구이, 우삼겹, 칼국수","29,500원|2022.10",,X8xa7byJyVI
중경해선 훠궈,,서울시 강동구 성내동 48-12,37.5368772,127.1262044,02-471-8989,"훠궈 (양고기, 돈목살, 소목심, 우삼겹, 해산물, 야채)","[평일점심] 22,800 [저녁및주말] 24,800 [혼밥] 26,000원|2024.04",,J9UMNWBEiI0
진심참치,,서울시 강북구 수유동 174-22 (1층),37.6409648,127.0277764,02-992-2410,참치. 최상의 재료와 정성,"48,000원|2023.10",,R5HnzzTGlGQ
쩐호우 양꼬치&샤브샤브,,서울시 관악구 신림동 1433-74 (2층),37.4847462,126.927546,02-888-7779,"(2인 이상) 꼬치모듬, 통양갈비","19,000~53,500원",,HMnZC7jFYO8
참치공방,장안동지점,서울시 동대문구 장안동 372-4 (1층),37.5705557,127.0703469,02-2212-7700,참치,"33,000~60,000원|2022.7",,XeqhaQEmgJ8
참치야,안양점,경기도 안양시 동안구 관양동 1601-1 (삼일프라자 2층),37.3940765,126.9625726,031-384-3737,참치회 ,"28,000~84,000원|2022.4",,PYnLobCDDUU
천향원,,서울시 중구 소공동 81 (소공빌딩 2층),37.5638288,126.9800428,02-318-7705,"훠궈 (소고기,양고기,돼지고기, 야채)","[평점] 19,800 [평저] 25,800 [주말] 27,800원|2023.8",,YobGfokumKc
철판구이300도씨,,서울시 송파구 잠실동 189-4,37.5099601,127.0823549,02-423-5352,"(1만원대) 닭다리구이, 삼겹살, 목살스테이크, 김치찌개, 야채볶음, 생생정보 (2015.11.09) 방영",,,Admy_Jd4KV0
청년고기장수,독산점,서울시 금천구 독산동 1054-28 (1층),37.4635403,126.8977925,0507-1465-8703,"숙성눈꽃삼겹, 마라삼겹, 등갈비(청마호크), 목살, 돼지갈비, 청년닭갈비, 껍데기, 떡볶이, 튀김, 공기밥, 음료수","19,900원|2024.8",,B2dhAdARmIo
청년고기장수,상봉점,서울시 중랑구 상봉동 100-34 (2층),37.5962409,127.0840763,02-2207-8090,"숙성눈꽃삼겹살, 스테이크목살, 양념 청마호크, 양념목살, 화끈삼겹살, 닭갈비, 공기밥, 샐러드바, 음료수","18,500원|2023.9",,fjsaSq_JU94
청담마켓,본점,서울시 강남구 논현동 101-13 (우림빌딩),37.5214769,127.0392772,02-515-3314,"(3만원대) (저녁) (조개구이 또는 조개찜), 돼지고기, 소고기, 해산물",,,4X1Iz1uzQjA
청담집,,서울시 강남구 청담동 1-1 (1층),37.5229386,127.0398472,02-3445-0501,"소고기, 음료수","19,800~23,800원|2021.5",,DKe3TmRnKqE
청솔밭뷔페,,경상북도 포항시 남구 대도동 169-3,36.0101938,129.3619751,054-283-0077,(가격문의) 청솔밭웨딩 뷔페,,,3YqLdB9NPiM
초원샤브샤브&훠궈,심곡점,경기도 부천시 심곡동 190-11,37.487469,126.7828377,032-655-0535,"(2인 이상) 훠궈 (양고기, 우삼겹, 소목심, 돼지고기, 해산물, 야채)","18,000원|2022.9",,FoTbOZde2Go
초원샤브샤브뷔페,부천본점,경기도 부천시 심곡동 164-9,37.4871472,126.7840028,032-663-5678,"(2인 이상) 훠궈 (양고기, 우삼겹, 소목심, 돼지고기, 해산물, 야채)","18,000원|2022.6",,oKU0ILocK7o
초통삼,신림점,서울시 관악구 신림동 1639-1,37.4836743,126.9270897,02-888-1520,"(2인 이상) 초벌 통삼겹, 돼지갈비(전지), 껍대기, 치킨스테이크","12,900원|2022.9",,Yv_1MgVFoJI
최고갈비,신정네거리점,서울시 양천구 신정동 1031-7 (2층),37.520096,126.8532094,02-6010-9279,돼지갈비+삼겹살+소주+생맥주,"18,000~25,000원|2024.01",,SLkX5A896Bc
최진사댁 무한숯불갈비,상봉점,서울시 중랑구 상봉동 91-1,37.5969645,127.0885289,02-6466-9777,"숯불돼지갈비, 생목살, 매콤목살, 매콤닭갈비, 돼지껍데기, 공기밥, 스프, 음료수","15,500원|2023.1",,H4XlybrhvbY
추억집 ,산본점,경기도 군포시 산본동 1123-4 (유공프라자 1층),37.3600098,126.9297765,031-395-3392,"(화요일 휴무, 오후 4시~) 냉동삼겹살, 공기밥","14,900원|2023.4",,yXhpYCvNYZE
충칭마라훠궈,2호점,서울시 관악구 봉천동 1611-3,37.4796146,126.9551296,02-889-1188,"마라훠궈 (양고기, 소고기, 돼지고기, 해산물, 야채)","16,000원|2021.8",,5yW51hPEF70
